key_resp.keys,key_resp.rt,key_resp_3.keys,key_resp_3.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,slider.response,slider.rt,slider_2.response,slider_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_2.order,file_name,participant,session,date,expName,psychopyVersion,OS,frameRate,fbclid,key_resp_4.keys,key_resp_4.rt,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,slider_3.response,slider_3.rt,slider_4.response,slider_4.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials.order,images,key_resp_2.keys,key_resp_2.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials_3.order,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,trials_4.order,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,trials_5.order,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,trials_6.order
,,,,,,,,,,,,,,,,,,,64_19.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.181111111,-0.326666667,1,0,0,,,9,0.115999937,1,0,28,18,1,27,64.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,129_4.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.212222222,-0.34,1,0,0,,,5,0.11500001,1,0,28,3,1,27,129.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,27_10.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.407777778,-0.338888889,1,0,0,,,3,0.111000061,1,0,28,9,1,27,27.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,107_2.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.003333333,-0.345555556,1,0,0,,,7,0.124000072,1,0,28,1,1,27,107.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,11_3.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.087777778,-0.348888889,1,0,0,,,8,0.114000082,1,0,28,2,1,27,11.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1_1.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.088888889,-0.356666667,1,0,0,,,6,0.125,1,0,28,0,1,27,1.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20_7.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.088888889,-0.356666667,1,0,0,,,6,0.118000031,1,0,28,6,1,27,20.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,43_15.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.297777778,-0.35,1,0,0,,,4,0.118000031,1,0,28,14,1,27,43.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,50_18.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.002222222,-0.336666667,1,0,0,,,7,0.123000145,1,0,28,17,1,27,50.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,88_24.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.397777778,-0.354444444,1,0,0,,,3,0.11500001,1,0,28,23,1,27,88.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,89_25.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.204444444,-0.352222222,1,0,0,,,5,0.121999979,1,0,28,24,1,27,89.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,66_21.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.504444444,-0.354444444,1,0,0,,,2,0.118000031,1,0,28,20,1,27,66.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,74_23.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.503333333,-0.353333333,1,0,0,,,2,0.121999979,1,0,28,22,1,27,74.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,65_20.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.282222222,-0.345555556,1,0,0,,,4,0.11500001,1,0,28,19,1,27,65.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21_8.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.405555556,-0.338888889,1,0,0,,,11,0.122999907,1,0,28,7,1,27,21.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23_9.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.396666667,-0.352222222,1,0,0,,,3,0.116999865,1,0,28,8,1,27,23.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,39_12.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.31,-0.353333333,1,0,0,,,4,0.116999865,1,0,28,11,1,27,39.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,42_14.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.204444444,-0.351111111,1,0,0,,,5,0.125,1,0,28,13,1,27,42.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,97_27.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.294444444,-0.344444444,1,0,0,,,4,0.120000124,1,0,28,26,1,27,97.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,93_26.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.123333333,-0.348888889,1,0,0,,,6,0.120000124,1,0,28,25,1,27,93.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,44_16.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.181111111,-0.344444444,1,0,0,,,5,0.115999937,1,0,28,15,1,27,44.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3_11.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.014444444,-0.336666667,1,0,0,,,7,0.125999928,1,0,28,10,1,27,3.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4_13.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.204444444,-0.34,1,0,0,,,5,0.124000072,1,0,28,12,1,27,4.png,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,27_10.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.004444444,-0.332222222,1,0,0,,,7,0.130000114,,,,,,,27.png,space,8.401000023,1,0,28,9,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,99_28.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.21,-0.353333333,1,0,0,,,5,0.115999937,,,,,,,99.png,,,1,0,28,27,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,3_11.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.31,-0.354444444,1,0,0,,,4,0.117000103,,,,,,,3.png,,,1,0,28,10,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,74_23.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.376666667,-0.344444444,1,0,0,,,3,0.112999916,,,,,,,74.png,,,1,0,28,22,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1_1.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.006666667,-0.332222222,1,0,0,,,7,0.111999989,,,,,,,1.png,,,1,0,28,0,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,44_16.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.117777778,-0.334444444,1,0,0,,,6,0.121000051,,,,,,,44.png,,,1,0,28,15,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,129_4.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.401111111,-0.336666667,1,0,0,,,3,0.118000031,,,,,,,129.png,,,1,0,28,3,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,42_14.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.187777778,-0.346666667,1,0,0,,,9,0.11500001,,,,,,,42.png,,,1,0,28,13,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,2_6.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.204444444,-0.333333333,1,0,0,,,9,0.120000124,,,,,,,2.png,,,1,0,28,5,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,107_2.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.381111111,-0.354444444,1,0,0,,,3,0.123000145,,,,,,,107.png,,,1,0,28,1,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,89_25.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.024444444,-0.364444444,1,0,0,,,7,9.452000141,,,,,,,89.png,,,1,0,28,24,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,93_26.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.101111111,-0.327777778,1,0,0,,,8,0.125,,,,,,,93.png,,,1,0,28,25,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21_8.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.504444444,-0.326666667,1,0,0,,,12,0.119999886,,,,,,,21.png,,,1,0,28,7,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23_9.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.417777778,-0.347777778,1,0,0,,,3,0.126999855,,,,,,,23.png,,,1,0,28,8,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,88_24.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.388888889,-0.337777778,1,0,0,,,3,0.109999895,,,,,,,88.png,,,1,0,28,23,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,64_19.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.187777778,-0.34,1,0,0,,,5,0.118000031,,,,,,,64.png,,,1,0,28,18,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,43_15.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.075555556,-0.342222222,1,0,0,,,6,0.118000031,,,,,,,43.png,,,1,0,28,14,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,50_18.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.021111111,-0.332222222,1,0,0,,,7,0.119000196,,,,,,,50.png,,,1,0,28,17,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,71_22.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.292222222,-0.333333333,1,0,0,,,4,0.110000134,,,,,,,71.png,,,1,0,28,21,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,4_13.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.494444444,-0.323333333,1,0,0,,,2,0.126000166,,,,,,,4.png,,,1,0,28,12,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,39_12.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.376666667,-0.332222222,1,0,0,,,3,0.124000072,,,,,,,39.png,,,1,0,28,11,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,16_5.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.264444444,-0.357777778,1,0,0,,,10,4.478999853,,,,,,,16.png,,,1,0,28,4,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,20_7.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.103333333,-0.345555556,1,0,0,,,8,0.118000031,,,,,,,20.png,,,1,0,28,6,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,66_21.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.312222222,-0.347777778,1,0,0,,,4,0.128000021,,,,,,,66.png,,,1,0,28,20,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,11_3.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.101111111,-0.338888889,1,0,0,,,8,0.117000103,,,,,,,11.png,,,1,0,28,2,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,47_17.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.006666667,-0.334444444,1,0,0,,,7,0.112999916,,,,,,,47.png,,,1,0,28,16,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,65_20.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.103333333,-0.326666667,1,0,0,,,8,0.115999937,,,,,,,65.png,,,1,0,28,19,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,97_27.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,-0.301111111,-0.333333333,1,0,0,,,4,0.120000124,,,,,,,97.png,,,1,0,28,26,1,27,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,43_15.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.084444444,-0.324444444,1,0,0,,,8,0.121000051,,,,,,,43.png,space,8.389999866,,,,,,,1,0,28,14,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,107_2.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.011111111,-0.341111111,1,0,0,,,7,0.117000103,,,,,,,107.png,,,,,,,,,1,0,28,1,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,27_10.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.014444444,-0.336666667,1,0,0,,,7,0.118000031,,,,,,,27.png,,,,,,,,,1,0,28,9,1,27,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,50_18.png,1234,001,2020-02-03_15h10.23.897,trust_define_RK,3.2.3,Win32,60,IwAR2TXq3rra-5OFzOtjV0IOsAnF70sLEf9btV_8reU7ym_3t54YFTM8MaJaw,,,0.083333333,-0.335555556,1,0,0,,,8,0.111999989,,,,,,,50.png,,,,,,,,,1,0,28,17,1,27,,,,,,,,,,,,
